0	2	3	0.2507646479
0	2	4	-0.3405647322
0	2	5	-0.0635769303
0	2	6	-7.3597249692
0	2	7	-0.0696587323
0	2	8	0.1089482892
0	2	9	-0.3835085377
1	6	7	0.0378507726
1	6	8	-0.0125232238
1	6	9	-2.1115185027
1	7	8	-0.0443781152
1	7	9	0.0635917395
0	3	4	0.2288139265
0	3	5	-0.0628700957
0	3	6	0.0098911069
0	3	7	-0.0086714817
0	3	8	-0.1126088943
0	3	9	0.8006764832
1	8	9	-2.1115185027
2	3	4	-0.0921185719
2	3	5	0.1564052418
2	3	6	0.0058718918
2	3	7	-0.7392108332
2	3	8	-0.1326141888
2	3	9	0.0364332015
0	1	2	-0.0170303006
0	1	3	-0.0254865481
0	1	4	-0.0482795341
0	1	5	-0.0092970015
0	1	6	-4.4474700564
0	1	7	-0.0232374122
0	1	8	-1.8031356621
0	1	9	-0.1304466732
2	4	5	0.0202896860
2	4	6	-0.6855075573
2	4	7	-0.6855075573
2	4	8	-0.1140207107
2	4	9	-0.0499190436
2	5	6	-0.1434938044
2	5	7	0.1935921981
2	5	8	0.2686207933
2	5	9	0.0000000000
0	8	9	-0.1242871473
2	8	9	0.0012241425
3	4	5	-0.0514302486
3	4	6	-0.0921185719
3	4	7	-0.0460640739
3	4	8	0.2485238136
3	4	9	1.0838132381
0	4	5	-0.0136365607
0	4	6	-0.0550578090
0	4	7	-0.7042084689
0	4	8	0.2891171031
0	4	9	-0.1136745968
3	5	6	0.2784143927
3	5	7	0.0247258673
3	5	8	0.1564052418
3	5	9	0.0000000000
3	6	7	0.0701304377
3	6	8	-0.1840101458
3	6	9	0.0748893393
0	7	8	-1.9716343211
0	7	9	-1.2971065110
2	6	7	0.0650354985
2	6	8	-0.5397167762
2	6	9	-4.6708808475
2	7	8	-0.5397167762
2	7	9	-1.9678420444
0	5	6	-0.0112228746
0	5	7	-0.0105230410
0	5	8	0.0164583430
0	5	9	0.0000000000
3	7	8	-2.3382085301
3	7	9	-0.0656550925
3	8	9	0.0748893393
0	6	7	-0.0254637692
0	6	8	-0.6233205595
0	6	9	-1.2971065110
4	5	6	0.0385116694
4	5	7	-0.0115728962
4	5	8	-0.0547389092
4	5	9	-0.0000000000
4	7	8	-0.0270804199
4	7	9	-1.5448213359
1	5	6	-0.2351508806
1	5	7	1.8474726129
1	5	8	0.0238208933
1	5	9	0.0000000000
4	6	7	0.0650354985
4	6	8	-0.1140207107
4	6	9	-0.1629613477
4	8	9	-0.2715116766
1	4	5	0.0167383927
1	4	6	-0.7344413875
1	4	7	0.0536523687
1	4	8	0.0696779507
1	4	9	0.3315802543
5	6	7	0.1223880585
5	6	8	0.3446102807
5	6	9	-0.0000000000
5	8	9	-0.0000000000
1	3	4	-0.1058063364
1	3	5	0.1290297128
1	3	6	-0.8542075232
1	3	7	0.0578555433
1	3	8	-0.8542075232
1	3	9	-0.0975331813
5	7	8	0.0145359889
5	7	9	-0.0000000000
6	7	8	0.0650354985
6	7	9	-0.0279274281
1	2	3	-0.1558255820
1	2	4	-0.1339776969
1	2	5	0.2287068207
1	2	6	-2.0085821387
1	2	7	-0.0970785393
1	2	8	0.0034182305
1	2	9	-0.0002803433
6	8	9	-2.2361591693
7	8	9	-0.3861203623
