0	3	4	0.1627974047
0	3	5	-0.0573981629
0	3	6	-0.0135062294
0	3	7	0.0889073832
0	3	8	0.2106316993
0	3	9	0.7309891721
1	2	3	-0.6884003748
1	2	4	-0.5766521121
1	2	5	0.2287068207
1	2	6	-2.0085821387
1	2	7	0.0927598215
1	2	8	0.0034182305
1	2	9	-0.0002803433
1	4	5	-0.0000000000
1	4	6	-0.4496224151
1	4	7	-1.1501005737
1	4	8	0.0851767111
1	4	9	0.2429650754
0	1	2	-0.0170303006
0	1	3	0.0348504832
0	1	4	-0.0376248019
0	1	5	-0.0092970015
0	1	6	-4.4474700564
0	1	7	-1.5142698257
0	1	8	-1.8031356621
0	1	9	-0.1304466732
2	3	4	0.0067094945
2	3	5	0.1060953166
2	3	6	-0.0298087077
2	3	7	-0.5823340791
2	3	8	-0.6392014979
2	3	9	0.0247139546
2	5	6	-0.1434938044
2	5	7	0.2178965783
2	5	8	0.2686207933
2	5	9	0.0000000000
0	2	3	0.1701027051
0	2	4	-1.4485266107
0	2	5	-0.0635769303
0	2	6	-7.3597249692
0	2	7	-0.1196254664
0	2	8	0.1089482892
0	2	9	-0.3835085377
1	8	9	-2.1115185027
2	4	5	0.0000000000
2	4	6	-1.6826028969
2	4	7	-1.4485266107
2	4	8	0.0133747874
2	4	9	-0.0214627121
0	7	8	-2.8042285015
0	7	9	-0.2700640327
2	8	9	0.0012241425
3	4	5	0.0000000000
3	4	6	0.2237815026
3	4	7	-0.6371392350
3	4	8	0.0654771858
3	4	9	0.7309891721
0	5	6	-0.0112228746
0	5	7	0.0046998782
0	5	8	0.0164583430
0	5	9	0.0000000000
2	6	7	-0.0621422745
2	6	8	-0.5397167762
2	6	9	-4.6708808475
3	5	6	-0.3801726854
3	5	7	0.3015009998
3	5	8	0.0385116694
3	5	9	-0.0000000000
0	6	7	-1.6102704493
0	6	8	-0.6233205595
0	6	9	-1.2971065110
2	7	8	-0.3033067559
2	7	9	-1.6388018502
3	6	7	-0.0735968135
3	6	8	-0.0145359889
3	6	9	-0.1022608098
0	8	9	-0.1242871473
3	8	9	-0.1022608098
4	7	8	-0.3994272816
4	7	9	-1.0048834439
1	7	8	-3.6890453553
1	7	9	-1.1741365999
3	7	8	-2.1596454258
3	7	9	-1.0847493185
4	5	6	0.0000000000
4	5	7	0.0000000000
4	5	8	-0.0000000000
4	5	9	0.0000000000
1	3	4	0.2256672970
1	3	5	0.0631111078
1	3	6	-0.5163809385
1	3	7	-4.0491642882
1	3	8	-0.5163809385
1	3	9	0.1826683997
4	6	7	-0.7990080900
4	6	8	-0.1355514752
4	6	9	0.0108369169
4	8	9	-0.2111433764
0	4	5	0.0000000000
0	4	6	-0.0116352092
0	4	7	-1.2115253484
0	4	8	0.2253123182
0	4	9	-0.0653936582
5	6	7	0.4212633987
5	6	8	0.3446102807
5	6	9	-0.0000000000
5	8	9	-0.0000000000
1	6	7	-0.5957553149
1	6	8	-0.0125232238
1	6	9	-2.1115185027
5	7	8	0.2178965783
5	7	9	0.0000000000
6	7	8	-1.1989920499
6	7	9	-3.5299244215
1	5	6	-0.2351508806
1	5	7	0.1952323471
1	5	8	0.0238208933
1	5	9	0.0000000000
6	8	9	-2.2361591693
7	8	9	-1.9101903521
